Status,Location,Project,Logger,Tag I.D.,Date On,Frequency,Duration (d),Date In,Time In,Date Full,Date Offloaded,Offloaded Filename,Date Out,Time Out,Notes,Processed,Metadata,
Removed,Coculus Rock (duplicate),TCRMP,20925867,NA,4/2/2024,15,453,4/2/2024,14:37:00,6/11/2025,12/11/2024,BT_TCCORK_2404_b,10/18/2024,12:50:00,,,,
Removed,Buck Island STT ,TCRMP,21879684,NA,4/2/2024,15,453,4/2/2024,11:38:00,6/11/2025,12/11/2024,BT_TCBKIT_2404_,10/18/2024,10:08:00,,,,
Removed,Hind Bank ,TCRMP,21445104,NA,4/8/2024,15,453,5/14/2024,10:20:00,,,BT_TCHB40_2404_a,11/21/2024,10:50:00,,,,
Removed,Hind Bank (duplicate) ,TCRMP,20954386,NA,4/8/2024,15,453,5/14/2024,10:20:00,,,BT_TCHB40_2404_b,11/21/2024,10:50:00,,,,
Removed,College Shoal East,TCRMP,21828447,NA,4/8/2024,15,453,5/14/2024,12:47:00,,12/10/2024,BT_TCCLGE_2404_,11/21/2024,13:49:00,,,,
Removed,Grammank Tiger,TCRMP,21445088,NA,4/8/2024,15,453,4/8/2024,11:50:00,6/17/2025,12/10/2024,BT_TCGMKT_2404_a,11/22/2024,10:23:00,,,,
Removed,Grammanik Tiger (duplicate),TCRMP,20954393,NA,4/8/2024,15,453,4/8/2024,11:50:00,6/17/2025,12/10/2024,BT_TCGMKT_2404_b,11/22/2024,10:23:00,,,,
Removed,Magens Bay,TCRMP,21879673,NA,4/9/2024,15,453,4/17/2024,11:55:00,6/26/2025,12/11/2024,BT_TCMAGB_2404_,10/22/2024,10:04:00,,,,
Removed,Botany Bay,TCRMP,21828454,NA,4/9/2024,15,453,4/17/2024,14:10:00,6/26/2025,11/4/2024,BT_TCBOTB_2404_,10/17/2024,10:03:00,,,,
Removed,Savana ,TCRMP,21445085,NA,4/9/2024,15,453,4/17/2024,12:09:00,6/26/2025,12/11/2024,BT_TCSAVA_2404_,10/17/2024,12:40:00,,,,
Removed,Meri Shoal (STJ),TCRMP,21828434,NA,4/9/2024,15,453,4/22/2024,11:10:00,7/1/2025,12/10/2024,BT_TCMERI_2404_,11/22/2024,13:32:00,,,,
Removed,St James,TCRMP,21828435,NA,4/9/2024,15,453,4/26/2024,13:26:00,7/5/2025,12/11/2024,BT_TCLSTJ_2404_,10/29/2024,13:52:00,,,,
Removed,South Capella ,TCRMP,21828446,NA,4/22/2024,15,453,4/22/2024,14:06:00,7/1/2025,12/11/2024,BT_TCSCAP_2404_a,10/25/2024,11:55:00,,,,
Removed,South Capella (duplicate),TCRMP,20954383,NA,4/22/2024,15,453,4/22/2024,14:06:00,7/1/2025,12/11/2024,BT_TCSCAP_2404_b,10/25/2024,11:55:00,,,,
Removed,South Water ,TCRMP,21828449,NA,4/22/2024,15,453,4/26/2024,11:07:00,7/5/2025,12/11/2024,BT_TCSWAT_2404_,10/25/2024,13:38:00,,,,
Removed,Turner Point (Moriah) ,Moriah,21958077,NA,4/24/2024,15,453,4/24/2024,11:02:00,,11/19/2024,BT_Turner_Point_2404_2411,11/13/2024,2:27:00,,,,
Running,Ginsburg Fringe ,TCRMP,21828429,NA,5/20/2024,15,453,5/22/2024,10:55:00,,,,,,"Went out on 1/17/25 to recover but could not find them, the T2B stake is missing so maybe they are gone, but will have to go back and check again soon.",,,
Running,Ginsburg Fringe (duplicate),TCRMP,20962636,NA,5/20/2024,15,453,5/22/2024,10:55:00,,,,,,"Went out on 1/17/25 to recover but could not find them, the T2B stake is missing so maybe they are gone, but will have to go back and check again soon.",,,
Running,Buck Island Shallow (Deep Outplanting Project),Deep Outplanting Project,21958081,NA,6/20/2024,15,453,,,,,,,,,,,
Running,South Capella 70 ft (Deep Outplanting Project),Deep Outplanting Project,21958076,NA,6/20/2024,15,453,,,,,,,,,,,
Running,South Capella 100 ft (Deep Outplanting Project),Deep Outplanting Project,21958078,NA,6/20/2024,15,453,,,,,,,,,,,
Running,South Capella 125 ft (Deep Outplanting Project) ,Deep Outplanting Project,21958082,NA,6/20/2024,15,453,,,,,,,,,,,
Removed,Flat Cay Pilot Study ,,21445103,NA,6/26/2024,15,453,,,,8/23/2024,BT_FlatCay_Pilot_Study_240626_21445103,,,,,,
Running,Haulover South ,Moriah ,21445100,NA,9/5/2024,15,453,,,,,,,,,,,
Running,Mardenboro Point ,Moriah ,21445106,NA,9/5/2024,15,453,,,,,,,,,,,
Running,Flat Cay Marilyn Temperature Stress ,Marilyn,21828437,NA,9/13/2024,15,453,,,,,,,,,,,
Running,Ruperts Marilyn Temperature Stress,Marilyn,21828451,NA,9/13/2024,15,453,,,,,,,,,,,
Running,Saba Marilyn Temperature Stress,Marilyn,21828443,NA,9/13/2024,15,453,,,,,,,,,,,
Running,Hassle Marilyn Temperature Stress,Marilyn,21828439,NA,9/13/2024,15,453,,,,,,,,,,,
Removed,Black Point ,TCRMP,21958083,NA,9/10/2024,15,453,10/11/2024,9:36:00,,5/7/2025,BT_TCBKPT_2410_a,3/26/2025,9:45:00,,,,
Removed,Black Point (duplicate),TCRMP,20733084,NA,9/10/2024,15,453,10/11/2024,9:36:00,,5/7/2025,BT_TCBKPT_2410_b,3/26/2025,9:45:00,,,,
Removed,Brewers Bay,TCRMP,21958085,NA,9/10/2024,15,453,10/11/2024,12:00:00,,5/7/2025,BT_TCBRWB_2410_,3/26/2025,12:10:00,,,,
Removed,Buck Island STT ,TCRMP,21958080,NA,10/17/2024,15,453,10/18/2024,10:08:00,,3/24/2025,BT_TCBKIT_2410,3/20/2025,12:34:00,,,,
Removed,Botany Bay ,TCRMP,21828457,NA,10/17/2024,15,453,10/17/2024,10:03:00,,3/24/2025,BT_TCBOTB_2410,3/19/2025,12:36:00,,,,
Removed,Coculus Rock,TCRMP,21958084,NA,10/17/2024,15,453,10/18/2024,12:50:00,,,BT_TCCORK_2410_a,5/8/2025,15:18:00,,,,
Removed,Coculus Rock (duplicate),TCRMP,20733094,NA,10/17/2024,15,453,10/18/2024,12:50:00,,,BT_TCCORK_2410_b,5/8/2025,15:18:00,,,,
Removed,Flat Cay ,TCRMP,21958079,NA,10/17/2024,15,453,10/22/2024,13:16:00,,5/7/2025,BT_TCFLTC_2410_a,3/27/2025,13:00:00,,,,
Removed,Flat Cay (duplicate),TCRMP,20719652,NA,10/17/2024,15,453,10/22/2024,13:16:00,,5/7/2025,BT_TCFLTC_2410_b,3/27/2025,13:00:00,,,,
Removed,Magens Bay,TCRMP,21828436,NA,10/17/2024,15,453,10/22/2024,10:04:00,,3/24/2025,BT_TCMAGB_2410,3/19/2025,10:16:00,,,,
Removed,Savana ,TCRMP,21828425,NA,10/17/2024,15,453,10/17/2024,12:40:00,,3/24/2025,BT_TCSAVA_2410,3/19/2025,14:30:00,,,,
Removed,Coral Bay (STJ),TCRMP,21828428,NA,10/19/2024,15,453,10/24/2024,12:41:00,,,BT_TCCORB_2410,5/8/2025,12:50:00,,,,
Removed,Fish Bay (STJ),TCRMP,21828340,NA,10/19/2024,15,453,10/24/2024,10:53:00,,,BT_TCFSHB_2410,5/8/2025,10:37:00,,,,
Removed,South Capella,TCRMP,21828444,NA,10/19/2024,15,453,10/25/2024,11:55:00,,5/7/2025,BT_TCSCAP_2410_a,3/27/2025,10:56:00,,,,
Removed,South Capella (duplicate),TCRMP,20925880,NA,10/19/2024,15,453,10/25/2024,11:55:00,,5/7/2025,BT_TCSCAP_2410_b,3/27/2025,10:56:00,,,,
Removed,South Capella 35m,TCRMP,21828456,NA,10/22/2024,15,453,10/25/2024,10:59:00,,5/7/2025,BT_TCSC35_2410_a,3/27/2025,10:47:00,,,,
Removed,South Capella 35m (duplicate),TCRMP,20954392,NA,10/22/2024,15,453,10/25/2024,10:59:00,,,,3/27/2025,10:47:00,,,,
Removed,Seahorse Cottage Shoal ,TCRMP,21828448,NA,10/22/2024,15,453,10/29/2024,11:07:00,,3/24/2025,BT_TCSHCS_2410_a,3/20/2025,10:39:00,,,,
Removed,Seahorse Cottage Shoal (duplicate),TCRMP,20962623,NA,10/22/2024,15,453,10/29/2024,11:07:00,,3/24/2025,BT_TCSHCS_2410_b,3/20/2025,10:39:00,,,,
Removed,St. James ,TCRMP,21828424,NA,10/22/2024,15,453,10/29/2024,13:52:00,,3/24/2025,BT_TCLSTJ_2410,3/21/2025,13:16:00,,,,
Removed,South Water ,TCRMP,21828442,NA,10/22/2024,15,453,10/25/2024,13:38:00,,4/29/2025,BT_TCSWAT_2410,3/28/2025,12:45:00,,,,
Running,Fortuna Bay ,,21828426,NA,11/6/2024,15,453,,,,,,,,,,,
Removed,Buck Island MCE (STX),TCRMP,22146956,NA,11/11/2024,15,453,11/11/2024,10:59:00,,4/29/2025,BT_TCBX33_2411_a,4/11/2025,10:40:00,,,,
Removed,Buck Island MCE (STX) (duplicate),TCRMP,20962628,NA,11/11/2024,15,453,11/11/2024,10:59:00,,5/7/2025,BT_TCBX33_2411_b,4/11/2025,10:40:00,,,,
Removed,Jacks Bay (STX),TCRMP,22146968,NA,11/11/2024,15,453,11/13/2024,13:18:00,,4/29/2025,BT_TCJCKB_2411_,4/15/2025,12:19:00,,,,
Removed,Castle (STX),TCRMP,22146961,NA,11/11/2024,15,453,11/12/2024,14:20:00,,4/29/2025,BT_TCCSTL_2411_,4/11/2025,14:04:00,,,,
Removed,Eagle Ray (STX),TCRMP,22146971,NA,11/11/2024,15,453,11/14/2024,16:06:00,,4/29/2025,BT_TCEAGR_2411_,4/12/2025,14:58:00,,,,
Removed,Kings Corner (STX),TCRMP,22146973,NA,11/11/2024,15,453,11/15/2024,14:03:00,,5/7/2025,BT_TCKNGC_2411_,4/14/2025,12:18:00,,,,
Removed,Sprat Hole (STX),TCRMP,22146965,NA,11/11/2024,15,453,11/14/2024,13:28:00,,4/29/2025,BT_TCSPTH_2411_,4/14/2025,14:22:00,,,,
Removed,Mutton 24m (STX),TCRMP,22146959,NA,11/11/2024,15,453,11/15/2024,11:05:00,,4/29/2025,BT_TCMT24_2411_,4/14/2025,10:57:00,,,,
Removed,Mutton 39m (STX),TCRMP,22146962,NA,11/11/2024,15,453,11/15/2024,10:55:00,,4/29/2025,BT_TCMT40_2411_a,4/14/2025,10:57:00,,,,
Removed,Mutton 39m (STX) (duplicate),TCRMP,20925866,NA,11/11/2024,15,453,11/15/2024,10:55:00,,4/29/2025,BT_TCMT40_2411_b,4/14/2025,10:57:00,,,,
Removed,Cane 09 (STX),TCRMP,22146955,NA,11/11/2024,15,453,11/12/2024,12:02:00,,4/29/2025,BT_TCCB08_2411_a,4/16/2025,11:53:00,,,,
Removed,Cane 09 (STX) (duplicate),TCRMP,20962641,NA,11/11/2024,15,453,11/12/2024,12:02:00,,4/29/2025,BT_TCCB08_2411_b,4/16/2025,11:53:00,,,,
Removed,Cane 39 (STX),TCRMP,22146970,NA,11/11/2024,15,453,11/12/2024,10:45:00,,4/29/2025,BT_TCCB40_2411_a,4/16/2025,11:53:00,,,,
Removed,Cane 39 (STX) (duplicate),TCRMP,21445101,NA,11/11/2024,15,453,11/12/2024,10:45:00,,4/29/2025,BT_TCCB40_2411_b,4/16/2025,11:53:00,,,,
Removed,Salt 30 (STX),TCRMP,22146966,NA,11/11/2024,15,453,11/14/2024,10:08:00,,4/29/2025,BT_TCSR30_2411_,4/12/2025,10:36:00,,,,
Removed,Salt 40 (STX),TCRMP,22146964,NA,11/11/2024,15,453,11/14/2024,11:51:00,,4/29/2025,BT_TCSR41_2411_a,4/12/2025,10:49:00,,,,
Removed,Salt 40 (STX) (duplicate),TCRMP,20954389,NA,11/11/2024,15,453,11/14/2024,11:51:00,,4/29/2025,BT_TCSR41_2411_b,4/12/2025,10:49:00,,,,
Removed,Lang Hind (STX),TCRMP,22146972,NA,11/11/2024,15,453,11/16/2024,11:00:00,,4/29/2025,BT_TCLBRH_2411_,4/13/2025,11:08:00,,,,
Removed,Great Pond (STX),TCRMP,22146960,NA,11/11/2024,15,453,11/13/2024,15:12:00,,4/29/2025,BT_TCGRPD_2411_,4/13/2025,14:05:00,,,,
Removed,Lang EEMP (STX),TCRMP,22146958,NA,11/11/2024,15,453,11/13/2024,10:16:00,,4/29/2025,BT_TCLBEM_2411_,4/15/2025,10:11:00,,,,
Running,Turner Point (Moriah) ,Moriah ,21445087,NA,11/13/2024,15,453,11/13/2024,2:32:00,,,,,,,,,
Removed,Meri Shoal (STJ),TCRMP,22146967,NA,11/21/2024,15,453,11/22/2024,13:32:00,,3/24/2025,BT_TCMERI_2411,3/21/2025,11:22:00,,,,
Removed,Hind Bank ,TCRMP,22146963,NA,11/21/2024,15,453,11/21/2024,10:50:00,,4/29/2025,BT_TCHB40_2411_a,3/28/2025,10:48:00,,,,
Removed,Hind Bank (duplicate) ,TCRMP,21828458,NA,11/21/2024,15,453,11/21/2024,10:50:00,,5/7/2025,BT_TCHB40_2411_b,3/28/2025,10:48:00,,,,
Removed,College Shoal East,TCRMP,22146957,NA,11/21/2024,15,453,11/21/2024,13:49:00,,5/7/2025,BT_TCCLGE_2411_,4/8/2025,13:53:00,,,,
Removed,Grammank Tiger,TCRMP,22146969,NA,11/21/2024,15,453,11/22/2024,10:23:00,,5/7/2025,BT_TCGMKT_2411_a,4/8/2025,11:12:00,,,,
Removed,Grammanik Tiger (duplicate),TCRMP,21828445,NA,11/21/2024,15,453,11/22/2024,10:23:00,,5/7/2025,BT_TCGMKT_2411_b,4/8/2025,11:12:00,,,,
Removed,Ginsburg Fringe ,TCRMP,21828452,NA,1/17/2025,15,453,1/17/2025,15:12:00,,3/27/2025,BT_TCGB63_2501_a,3/20/2026,14:05:00,Put out on the T3B transect stake because something might have happened to the T2B stake,,,
Removed,Ginsburg Fringe (duplicate),TCRMP,21445103,NA,1/17/2025,15,453,1/17/2025,15:12:00,,3/27/2025,BT_TCGB63_2501_b,3/20/2026,14:05:00,Put out on the T3B transect stake because something might have happened to the T2B stake,,,
Running,Uva Millepora 20m PUVM18,Panama,22248862,NA,3/7/2025,60,1825,3/10/2025,10:08:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Millepora 20m PUVM18 (duplicate),Panama,21445088,NA,3/7/2025,60,1825,3/10/2025,10:08:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Saboga Reef 2m PSAREF ,Panama,21445107,NA,3/7/2025,60,1825,3/7/2025,13:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Saboga Reef 2m PSAREF (duplicate) ,Panama,22248865,NA,3/7/2025,60,1825,3/7/2025,13:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Coral Collection Point PUVCCP,Panama,22248858,NA,3/7/2025,60,1825,3/13/2025,11:15:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Coral Collection Point PUVCCP (duplicate),Panama,21445097,NA,3/7/2025,60,1825,3/13/2025,11:15:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Wahoo 10m PCAW10 ,Panama,22248869,NA,3/7/2025,60,1825,3/12/2025,11:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Wahoo 10m PCAW10 (duplicate),Panama,21828438,NA,3/7/2025,60,1825,3/12/2025,11:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 20m PDG20M,Panama,22248855,NA,3/7/2025,60,1825,3/11/2025,10:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 20m PDG20M (duplicate),Panama,21879683,NA,3/7/2025,60,1825,3/11/2025,10:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Canal de Afuera Reef 3m PCAR03,Panama,22248863,NA,3/7/2025,60,1825,3/12/2025,13:00:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Canal de Afuera Reef 3m PCAR03 (duplicate),Panama,21828432,NA,3/7/2025,60,1825,3/12/2025,13:00:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 4x5 3m PDG4X5,Panama,22248859,NA,3/7/2025,60,1825,3/11/2025,11:00:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 4x5 3m PDG4X5 (duplicate) ,Panama,21879667,NA,3/7/2025,60,1825,3/11/2025,11:00:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 10m PDG10M ,Panama,22248856,NA,3/7/2025,60,1825,3/11/2025,10:45:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Secas Dog 10m PDG10M (duplicate),Panama,21445099,NA,3/7/2025,60,1825,3/11/2025,10:45:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Gcity 3m PaUvGC,Panama,22248852,NA,3/7/2025,60,1825,3/9/2025,11:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Gcity 3m PaUvGC (duplicate) ,Panama,21445095,NA,3/7/2025,60,1825,3/9/2025,11:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Reef 10m PUVF10,Panama,22248857,NA,3/7/2025,60,1825,3/10/2025,10:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Reef 10m PUVF10 (duplicate) ,Panama,21445085,NA,3/7/2025,60,1825,3/10/2025,10:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Reef Flat 1m PUVFLT,Panama,22248868,NA,3/7/2025,60,1825,3/9/2025,14:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Reef Flat 1m PUVFLT (duplicate),Panama,21445104,NA,3/7/2025,60,1825,3/9/2025,14:20:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 10m PUVR10,Panama,22248853,NA,3/7/2025,60,1825,3/13/2025,10:05:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 10m PUVR10 (duplicate) ,Panama,21445086,NA,3/7/2025,60,1825,3/13/2025,10:05:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 20m PUVR20 ,Panama,22248860,NA,3/7/2025,60,1825,3/13/2025,9:45:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 20m PUVR20  (duplicate),Panama,21879672,NA,3/7/2025,60,1825,3/13/2025,9:45:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 30m PUVR30,Panama,22248867,NA,3/7/2025,60,1825,3/13/2025,9:40:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva Ridley 30m PUVR30 (duplicate) ,Panama,21879673,NA,3/7/2025,60,1825,3/13/2025,9:40:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Iglesias-10m PIG10M,Panama-SIO,21828434,NA,3/7/2025,60,1825,3/12/2025,17:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Iglesias-20m PIG20M,Panama-SIO,21879677,NA,3/7/2025,60,1825,3/12/2025,9:15:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Iglesias-30m PIG30M,Panama-SIO,21828447,NA,3/7/2025,60,1825,3/13/2025,11:53:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,CanaldeTierra-18m PCT18M,Panama-SIO,21828450,NA,3/7/2025,60,1825,3/12/2025,15:13:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5), could not find previous depoyment, new installation.",,,
Running,CanaldeTierra-3m PCT3M,Panama-SIO,21828435,NA,3/7/2025,60,1825,3/12/2025,15:40:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
NOT INSTALLED,Uva-18m PUV18M,Panama-SIO,21879682,NA,3/7/2025,60,1825,not installed,,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Uva-3m PUV3M,Panama-SIO,21879671,NA,3/7/2025,60,1825,3/9/2025,11:07:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Saboga-11m PSA11M,Panama-SIO,21879676,NA,3/7/2025,60,1825,3/7/2025,14:10:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Saboga-3m PSA3M,Panama-SIO,21879666,NA,3/7/2025,60,1825,3/7/2025,13:10:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Contadora-18m PCO18M,Panama-SIO,21828446,NA,3/7/2025,60,1825,3/7/2025,15:35:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Running,Contadora-3m PCO3M,Panama-SIO,21828449,NA,3/7/2025,60,1825,3/7/2025,13:05:00,,,,,,"Note that retrieval/deployment times are Panama local (EST, UTC-5)",,,
Removed,Magens Bay (TCMAGB),TCRMP,21828453,NA,3/19/2025,15,453,3/19/2025,10:16:00,,11/7/2025,BT_TCMAGB_2503_,10/17/2025,10:01:00,,,,
Removed,Botany Bay (TCBOTB),TCRMP,21828454,NA,3/19/2025,15,453,3/19/2025,12:36:00,,11/7/2025,BT_TCBOTB_2503_,10/17/2025,13:01:00,,,,
Removed,Savana (TCSAVA),TCRMP,21828433,NA,3/19/2025,15,453,3/19/2025,14:30:00,,11/7/2025,BT_TCSAVA_2503_,10/17/2025,16:01:00,,,,
Removed,Seahorse Cottage Shoal (TCSHCS),TCRMP,22248870,NA,3/19/2025,15,453,3/20/2025,10:39:00,,11/7/2025,BT_TCSHCS_2503_a,10/30/2025,11:08:00,,,,
Removed,Seahorse Cottage Shoal (duplicate),TCRMP,21445090,NA,3/19/2025,15,453,3/20/2025,10:39:00,,11/7/2025,BT_TCSHCS_2503_b,10/30/2025,11:08:00,,,,
Removed,Buck Island STT (TCBKIT),TCRMP,21879669,NA,3/19/2025,15,453,3/20/2025,12:34:00,,11/7/2025,BT_TCBKIT_2503_,10/16/2025,13:18:00,,,,
Removed,Flat Cay ,TCRMP,21958077,NA,3/19/2025,15,453,3/27/2025,13:00:00,,11/7/2025,BT_TCFLTC_2503_a,10/23/2025,10:11:00,,,,
Removed,Flat Cay (duplicate),TCRMP,21445105,NA,3/19/2025,15,453,3/27/2025,13:00:00,,11/7/2025,BT_TCFLTC_2503_b,10/23/2025,10:11:00,,,,
Removed,Black Point ,TCRMP,21879679,NA,3/19/2025,15,453,3/26/2025,9:45:00,,11/7/2025,BT_TCBKPT_2503_a,10/23/2025,11:31:00,,,,
Removed,Black Point (duplicate),TCRMP,21879675,NA,3/19/2025,15,453,3/26/2025,9:45:00,,11/7/2025,BT_TCBKPT_2503_b,10/23/2025,11:31:00,,,,
Removed,Brewers Bay,TCRMP,21879674,NA,3/19/2025,15,453,3/26/2025,12:10:00,,10/16/2025,BT_TCBRWB_2503_,10/10/2025,13:56:00,,,,
Removed,St. James ,TCRMP,21879684,NA,3/21/2025,15,453,3/21/2025,13:16:00,,11/7/2025,BT_TCLSTJ_2503_,11/4/2025,12:09:00,,,,
Removed,Meri Shoal (STJ),TCRMP,21879680,NA,3/21/2025,15,453,3/21/2025,11:22:00,,11/7/2025,BT_TCMERI_2503_,11/4/2025,10:09:00,,,,
Running,Haulover South ,Moriah ,22248866,NA,3/27/2025,15,453,,,,,,,,,,,
Running,Mardenboro Point ,Moriah ,22248854,NA,3/27/2025,15,453,,,,,,,,,,,
Running,Hull Bay ,Outplant Site ,21879682,NA,3/26/2025,15,453,,,,,,,,,,,
Removed,Hind Bank ,TCRMP,22260848,NA,3/27/2025,15,453,3/28/2025,10:48:00,,11/18/2025,BT_TCHB40_2503_a,11/7/2025,10:50:00,,,,
Removed,Hind Bank (duplicate) ,TCRMP,21828457,NA,3/27/2025,15,453,3/28/2025,10:48:00,,11/18/2025,BT_TCHB40_2503_b,11/7/2025,10:50:00,,,,
Removed,College Shoal East,TCRMP,22260837,NA,3/27/2025,15,453,4/8/2025,13:53:00,,11/18/2025,BT_TCCLGE_2503_,11/7/2025,13:30:00,,,,
Removed,South Capella,TCRMP,22260841,NA,3/27/2025,15,453,3/27/2025,10:56:00,,11/7/2025,BT_TCSCAP_2503_a,10/16/2025,11:36:00,,,,
Removed,South Capella (duplicate),TCRMP,21445098,NA,3/27/2025,15,453,3/27/2025,10:56:00,,11/7/2025,BT_TCSCAP_2503_b,10/16/2025,11:36:00,,,,
Removed,South Capella 35m,TCRMP,22260847,NA,3/27/2025,15,453,3/27/2025,10:47:00,,11/7/2025,BT_TCSC35_2503_a,10/16/2025,11:20:00,,,,
Removed,South Capella 35m (duplicate),TCRMP,21828424,NA,3/27/2025,15,453,3/27/2025,10:47:00,,11/7/2025,BT_TCSC35_2503_b,10/16/2025,11:20:00,,,,
Removed,South Water ,TCRMP,22260849,NA,3/27/2025,15,453,3/28/2025,12:45:00,,1/15/2026,BT_TCSWAT_2503_,12/3/2025,14:46:00,,,,
Running,Leinster ,Outplant Site ,21828448,NA,3/27/2025,15,453,,,,,,,,,,,
Running,Lovango ,Outplant Site ,21828436,NA,3/27/2025,15,453,,,,,,,,,,,
Running,Range Cay ,Moriah ,21765874,NA,4/7/2025,15,453,,,,,,,,,,,
Running,Range Cay (Duplicate),Moriah ,21762816,NA,4/7/2025,15,453,,,,,,,,,,,
Running,UVI Lagoon ,Moriah ,21765870,NA,4/7/2025,15,453,,,,,,,,,,,
Running,UVI Lagoon (Duplicate),Moriah ,21765868,NA,4/7/2025,15,453,,,,,,,,,,,
Removed,Grammank Tiger,TCRMP,22260844,NA,4/8/2025,15,453,4/8/2025,11:12:00,,1/15/2026,BT_TCGMKT_2504_a,12/3/2025,12:10:00,,,,
Removed,Grammanik Tiger (duplicate),TCRMP,21765871,NA,4/8/2025,15,453,4/8/2025,11:12:00,,1/15/2026,BT_TCGMKT_2504_b,12/3/2025,12:10:00,,,,
Removed,Buck Island MCE Deep (STX),TCRMP,22260846,NA,4/10/2025,15,453,4/11/2025,10:40:00,,1/13/2026,BT_TCBX33_2504_a,11/17/2025,13:08:00,,,,
Removed,Buck Island MCE Deep (STX) (duplicate),TCRMP,21762815,NA,4/10/2025,15,453,4/11/2025,10:40:00,,1/12/2026,BT_TCBX33_2504_b,11/17/2025,13:08:00,,,,
Removed,Jacks Bay (STX),TCRMP,22260851,NA,4/10/2025,15,453,4/15/2025,12:19:00,,1/13/2026,BT_TCJCKB_2504_,11/18/2025,14:40:00,,,,
Removed,Castle (STX),TCRMP,22260833,NA,4/10/2025,15,453,4/11/2025,14:04:00,,1/13/2026,BT_TCCSTL_2504_,11/21/2025,16:06:00,,,,
Removed,Eagle Ray (STX),TCRMP,22260835,NA,4/10/2025,15,453,4/12/2025,14:58:00,,1/15/2026,BT_TCEAGR_2504_,11/19/2025,14:30:00,,,,
Removed,Kings Corner (STX),TCRMP,22260842,NA,4/10/2025,15,453,4/14/2025,12:18:00,,1/12/2026,BT_TCKNGC_2504_,11/20/2025,14:27:00,,,,
Removed,Sprat Hole (STX),TCRMP,22260845,NA,4/10/2025,15,453,4/14/2025,14:22:00,,1/12/2026,BT_TCSPTH_2504_,11/20/2025,16:00:00,,,,
